review,voted_up,playtime_hours,votes_up,burnout_score
Its not the best game in the whole world but it keeps me entertained.  I dont like taking care of Pals anymore so I just dont do that anymore.  I basically just collect materials etc and build houses.  I love that I can get quite creative if I put my mind to it and I like that it is not strongly quest driven so I feel free to do as I please and I LOVE that I dont have to play with people.  I also like that I dont have to pay for anything.  So sick and tired of purchasing crap from other games and then having to delete the game later because it turns out it sucks.  There are issues with building in this game but hey no game is perfect.,True,955.85,8,7
"Palworld is a nice little game. It's ARK with Pokemon. I bought the game because I heard many great things about it, and I remember people loving the game when it first launched.

Unfortunately, I have quite a few problems with the game. IMO there are a lot of baffling decisions when it comes to the difficulty, even if ""oh it's fine though cause you can change it at will"". I find this is still worthy of criticism because the default settings themselves don't feel balanced, so you need to tweak things slowly until you find what works for you. That, or you look up an online guide that says ""these are the best palworld settings for maximum fun!"" but fun is subjective...

The music is perfectly mediocre. Not much else to say about it lol

Quests are a nice little checkmark, but the lack of any real interconnected quest or side story makes it feel empty. It would've been nice if the game had quest chains with written stories, but nah, they're all individual.

The ""main story"" or ""main objective"" to defeat the towers is... serviceable. The unfortunate thing is that the game doesn't eventually develop into a mood of ""you're now in the final area! You've almost beaten the game!"". Things just feel the same, all the time. The only difference is that now you can unlock things in the upgrade tree... yay? I've yet to defeat the Feybreak Tower, but part of me believes me that the game will not have any closure or sense of finality once I do that. You may argue that the game is still in early access.. but c'mon. That's just cope.

The combat itself is really whatever. Player interactivity feels practically absent: Because Player weapons feel so weak in general, the only thing you're left to do in combat is use items, switch Pals, and dodge attacks. This makes Palworld feel more like an auto-clicker/afk.

One more problem I can point out is the grinding is so monotonous in the late game. Yes, change the settings... But if your stuff is underleveled, there's isn't a fun way to level up your Pals if you're trying to get from 60 to 65. This problem is highlighted even more when you realize the combat is just a dodge/switch Pal loop.

--

For the positives though, and why Palworld may be good for you..
- You like optimizing teams
- You like exploring
- The game genuinely feels like an ""Open world Pokemon game"" at times
- You like breeding
- You like collecting 
- You like optimizing workflow in a factory setting

To conclude, I've had my fun with the game, but I find it hard to believe there isn't a better game out there than what Palworld has to offer. The fact that I got mislead by the people who called it ""Pokemon with guns"" when it's actually ""ARK with a pokemon mod"" feels saddening, because I would've thought the game had more stuff to do with the Pals other than labor.  

You could say that ""Palworld just isn't for me"", and that might be true. I do like my games to have a sense of direction and finality to them, like how you can still explore and do things in Elden Ring after you've defeated the final boss (which you know is the final boss due to the setup).

At the very least, in terms of the Price per Playtime, Palworld is definitely worth buying.",False,263.43333333333334,8,9
Until you reach the 5th/6th tower the game is a lot of fun. After that it becomes an absolute slog of grinding and frustration. Mid to late game bosses have way too much health and deal way too much damage to the point where if you bring a full team that counters the bosses element they will be one shot anyway. Materials needed for late game gear have absurd crafting costs that take way too long farm for (the strongest weapon currently is not even worth crafting because the amount of materials needed to craft the ammo is ridiculous). I wish I could recommend it as the first half of the game is genuinely well paced but after that it just becomes monotonous.,False,140.51666666666668,1,7
"---{ 1 / 10 }---
☑ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☐ 10

I Believe I've died in this game 20+ times to clipping through the ground. Enemies often get stuck in corners and bug out. Everything is a crazy grind on standard settings. The game crashes all the time! Hardly any music at all in this game! By far the worst thing about this game was the boss/raid boss fights. I couldn't see at all in most of them. Visual effects that blinds the player for several seconds, which is totally disorienting. I'll include some screen shots of this horrible graphical design. 

https://steamcommunity.com/sharedfiles/filedetails/?id=3724318531

https://steamcommunity.com/sharedfiles/filedetails/?id=3724319162
",False,143.61666666666667,2,7
"I stayed off this game at first as I thought it was a pokemon rip off. Yet, after researching and know more about the lawsuit, I decided to try as I was bored as f and I have friends to play with at that time. 

I was genuinely suprisied how good this game is.

Graphics Sublime. Map was Great despite not fully open yet. Nintendo shame on you. Money grabbing for years and still can't make a well run pokemon game.

The Pals were not the most creative as you might have known by watching videos. Yet, the mechanics of this game is just everything we wanted from a pokemon game. Throwing the spheres, mounting and controlling our pals. Using our pals' abilities.  etc etc. I think the game did a great job to satisfy the OG pokemon players by implementing such a immersive system to fight and bond with our pals. 

The baseworking pal system was also a good design eventhough turning my pals into slavery was never on my bucketlist. It add depths to the pals and also set a different direction to normal pokemon experience.

The building system was the most suprising. I am pretty bad at it but if you have ever look palworld builds on Youtube. So much you can do with this building system.

For now, I am waiting for the 1.0 version to start and learn the game all over again. 

Eventhough there migh be a lot of controversies surrounding this game, you can't denie that this is an amazing game. 

Pokemon Scarlet and Violet was the first everpokemon game that I actually play. I did manage to play til the end (without DLC). Yet, I have fight against the toaster graphics of my switch and kindergarden main story to finsh the game. The graphics and open world system is enough for Palworld to surpass Pokemon recent titles including legend series,

Palworld might be the new default creature capture game for me. Pokemon+Ark with an automatic rifle to torture the pals? It is a big yes for me. 

9/10 -1 for the grinding you need to do to make your pals perfect.",True,304.98333333333335,1,7
"so writing this during the time between tides of terraria>1.0
game is a neat collectathon, base management.
theres a ton of settings you can edit. a great example is egg hatching times in single player to can just have it instantly done. edit exp rates.
i have done multiple runs of the game. 
something really needed is for organizeation purposes in base no carry weight. it is something i really would like.
sure i can edit world settings and make everything weigh effectivly 0 but i just want  to move my stack of stone/wood/iron into some other chest.
love the game hope. the lawsuit changes get reverted at some point once thats all over.
just understand to do alot of the end game content you have to really grind. approach the game with that mentality you should be fine.",True,466.85,0,7
"Guns, Open world, creature capturing, and base building. The game is fun if a little grindy (which i don't mind). The setting can be controlled to suit your playstyle. Random creature and level spawns is available. I recommend just jumping and having fun.",True,360.28333333333336,0,7
Good game however the grind at the later levels is absolutely horrendous. Doubt I will complete it.,True,387.3333333333333,0,7
"Very fun, entertainingly quirky. It's like a love-letter to all the survival/building games out there, and honestly for all the obvious appearance comparisons out there...

This game feels like the devs played Ark and Conan Exiles, got frustrated with the mechanics in those, and said they could do better. And in general they did. For all the ""off-brand Pokewhatever"" vibe, I pick up a lot of the Pals being far more reminiscent of some of the mid-to-endgame dinos from Ark (Reptyro, I'm lookin' at you, you're the Ankylo's anime cousin.)

This is perfectly playable in early access, and they keep adding free content -- collabs and additions that aren't doing that ""pay for this DLC before the game is out of early access"" nonsense thus far.

It runs far better than and has way less jank in base building than Ark EVER HAS. Thus far my experience is the bugs are few and far between. The dungeons and boss instances are a little repetitive but fun.

The only real issue I have is while working through the main quest sometimes there's a real jump, you get told ""go beat this boss in this place"" and they're waaaaay tougher than the previous boss, so you have to take time and build up when you didn't expect it.",True,118.16666666666667,0,6
"I'm a very casual gamer and I enjoy that quite literally everything can be achieved individually if you so choose, or as a team.  This isn't Pokemon per say, more a great survival adaption that involves creatures. Even though I've played through every level and update thus far, I'm still an avid player.",True,578.7666666666667,0,7
be warned the latest version of the game is unplayable. you can get only so far before the autosave starts kicking you out of the game saying that the save file is too long. look it up and you find this problem has persisted over a year. if they ever get it fixed i might come back but I don't think you should buy a game that will waste the time you sink into it.,False,352.8333333333333,0,8
have been playing for quite some time and may be one of the better games I have played so far. a mix of relaxed and also exciting game mechanics. player community is also nice.,True,1128.75,0,7
"It's grindy.  It's violent.  There are guns, rocket launchers, bows and arrows.  You die with fair regularity.  but it's fun.  The graphics are decent, and it flows fairly well.  I haven't crashed.  The Pals are silly, but that helps keep it playful.  I only wish it was open world.  Even if it meant scaling back our building areas, and limiting things, I'd love to play with others.  I've tried the open servers, that is broken.  I paid for my version, and don't regret the expenditure.",True,395.6666666666667,0,7
"I wish there was a Mixed review. Palworld is a survival game with a skin of a Monster Collector. It's a nice fresh breath of air for people playing for the Monster Collector genre aspect, It got a lot of traction because people got tired of same old Pokemon formula in Monster collector genre. However, in reality, it brings nothing new into the survival genre itself. People who are coming from the survival genre will find the exact same reskin of concepts of grind and automation. Adventure is meh as the world itself is empty and bland. Dungeons are boring, and everything else about the game including quests are undercooked except the Pal and automation mechanics. Same survival dna where grind gets worse and more time-consuming near-endgame. This game will offer you nothing new, if you are coming from other survival games and looking for a game that does different within the genre. If you are a monster collector fan, game will feel fun until you hit bigger grinds that are part of survival games and you might be turned off by it.",True,43.8,0,6
"I absolutely love this game. Before I start. I am a 65 year old man who is quite happy with a game lasting 10-20 hours and very often get to a stage where I just think ""oh come on I must be near the end now"". Favourite game ever (Was) Ocarina of time. Palworld has definitely become my favourite game ever.
I'm now 475 hours into this game and have done all of the content I feel I need to do. Played against bosses multiple times. Done oil rigs multiple times. Bred and maxed out all of my favourite pals. And I still want more. I'm currently just collecting ores and refining and I'm really, really looking forward to full release. Will I start a new game? I don't know but I have a sneaking suspicion I just might. 
I love all of the pals. Favourites being Grizzbolt and Jormuntide. (Maybe because of the Pokemon likeness). I have never been this hooked on any game.
When I first saw the game I thought ""Guns. Really"" Somehow the guns work really well.
My only downside is my bases look like an escher drawing. My fault not the game. Maybe that's something I should do. Make a nice base.
I would have no hesitation recommending this game.",True,576.8,0,7
"Palworld is my comfort game. ivee just finished it (maxing out pal ranks, breeding the best frostalion noct with 4 blue passives, defeated the towers on hard mode, collecting each and ever pal more than once, getting almost every pal i could with the lucky trait and so much more) 
i feel like there is still a lot i can do grinding wise, but this has beeen the best game i have ever played, its like reading a good series and the last book isnt released yet. you cant read another book because its just not the same. i try to play other games but i just cant, i just sit here and restart the game over and over waiting for the next update. 
i love this game and ill probaly be playing it for the rest of my life. i cant wait for whats to come regarding the tree.  what new pals are coming to the game. i hope there a lot more areas to explore, more raids to do. 
to those who have been thinking about playing the game and havent yet, give it a try, i dont think yull be dissapointed 
",True,527.9833333333333,0,7
"Didn't find this game particularly fun to play, becomes very boring after couple of hours. 

After you pass early game, it becomes very grindy and repetetive. Then it just became frustrating.

3/10",False,15.083333333333334,2,7
"Points for the win over nintendo but this is such a hot garbage game. Not pal fighter game in the slightest. I just dodge laps around an enemy on 10 hp on flat ground. My pal did absolutely nothing no attacks at all. and this is on the 4rth runback to this spot. All right at the waypoint. You'll progress and you'll feel the shift of the game doesn't want you alive. It's a ridiculous switch. Make your pals actually attack nonstop cuz if not what is the point of the attack wheel. It's so infuriating to see it in a staring contest with the enemy shooting me in plain sight. If you play you will note. Their is no difficulty just a grind. If they don't want you there you won't so don't bother exploring. They don't want you to fight with your pals. If you fight and capture a pal it is now brought down to your level. Been in countless fights with one pal, don't matter. Your level is it's level and this is a slog. I played at release and I've now played the equal amount of hrs and I'm barely lvl 24. This is not fun at all when most of the unlocks is just saddles. like what is the purpose of that? It's a terrible survival game where base building is worse than No Man's Sky's. Pals don't interact with base how you want or anywere really. I'm just grinding for an opportunity to fight stronger pals that if I catch I will not be rewarded. I get to play with my brother but this is just an aggravating game.",False,100.06666666666666,1,7
"Just got the 57/57 achievements as of May 5, 2026.  So, I think I can give a full review.

I returned to this game after a two year break--I basically jumped on the hype train when it came out, and then it faded away.  It felt very early access back then.

Returning to this game in 2026, the polish is there and this game shines. It works for both casual players and those who want to min-max.  The QoL improvements from when I last played are staggering. One includes a chest that allows you to store a set number of items that are shared amongst bases--similar to an Ender Chest from Minecraft.  While I'm not sure if this was present in 2024, the global palbox prevents you from running out of storage with your Pals--provided you do not breed 10,000. Expanded machinery and a money printer later in the game really help you keep the pace of this game.

That's where I heap on the praise.  A lot of survival games have a great start, and a terrible middle, and a lackluster end. I'm looking at you, Studio Wildcard.  Palworld has masterful pacing in a survival crafting game.  There is some RNG, but it's not abominable and you can beat the bosses and the game without having to grind for the absolutely best gear.  The additions of Sukijima--which added Japanese architecture, is a crown jewel of this game that does indeed have an Albernueric farm.

I was watching a guy review Warhammer 40k, and he said ""When something becomes derivative enough, it eventually swings back to being original.""  That's how this game feels.  You have things torn from other games like:

- Evergaols, spirit springs and somehow Godfrey from Elden Ring
- the obvious monster catching that Nintendon't ripped off from another game
- the crafting mechanics of Ark without the janky build mechanics
- the BotW scope of the map
- odd lore that somehow feels like it was inspired by Adventure Time?

But when you mix all these ingredients together, you get a great game.  Some games, when I finish them, I feel glad it's over.  This is one of those games where I'm glad it existed.",True,434.98333333333335,0,7
"Its boring, the combat is terribly shallow and resources are just a time sink and the build cost for much of the end game items is excessive, at the least it needs major rebalancing.
There nothing more to combat that hold m1 and wait for what you are hitting to die. Your pals just stand there and throw out abilities and than wait for their cooldowns you have little control over how they act. You do get team up abilities that you can use and mounted pals lets you control what they abilities they use but its feels lack luster. Enemy ai is bad too and to compensate they have have a rather high hp pool, and the enemy pals have the same ai as yours. Honestly fixing the whole games combat system would single handedly make this game its what you will spend the majority of your time doing in this game and its just monotonous. Leveling and resources are grindy it takes a long time to level up with the default xp settings and the tech system is trash. Too much of the game is designed to cause pvp conflicts and while that would be great for a pvp game this game is not designed well enough for that.",False,242.16666666666666,0,9
"Arena is trash, 4-star pals with maximized perks and the master level arena cheats hard. Don't bother.",False,788.2833333333333,0,8
"The premise i quite enjoyed. I was an avid Pokemon player from Diamond to White to Pokemon Y.

To me there is two sides of this fence, me who was a Pokemon fan and was tired after Pokemon Y that they were releasing the same formula year after year where most of us wanted pokemon in a different genre.
To me, Palworld scratched that itch like Pixelmon did where Gamefreak didn't dare to adventure. On the other side is my friend who like me was brought up with Pokemon but due to the nature of it being Chinese owned, in their eyes a ""blatant ripoff"" and the Pals are unoriginal/uninteresting....

To me, i enjoy the pals, some are like early level pokemon like bidoof and pidgey, some appear as pseudo-bosses.

The gameplay is refreshing, gliding around the map until you can get a pal that can fly quickly. Mixture of using a Pal to fight and using your own weapons to fight off wild pals. Some Pals are passive unless attacked and some attack on sight.

There are 120 or so pals, some are ""ignis"" varients usually mirroring the type, so if one was blue coloured and ice type, the other is pink and fire type and i quite like this for in my mind ""shinies with type variation""
On Shinies, there are ones that glow in the wild, often shining and being overleveled from their normal level. There are also pseudo-bosses of normal pals you can get that are ""oversized"" which is cool too.

The building mechanic exists, i haven't used it for base building all that much but seems cool if not a bit weird when the ground is uneven. 

The crafting for foods, resource refining, etc is quite entertaining to make an efficient workhorse of a base with work pals.

Leveling up it doesn't explain that catching 10-20 of new pals gives you a massive exp boost that fighting doesn't deliver as much

So far my only gripe is that nearing end-game that the bosses are unforgiving and tanky af with damage that if aimed at you will melt your health
This requires better armour and better human weapons but is quite a grind for resources to achieve making them. 

Towards the end it becomes a resources farming sim but i guess holds engagement so i can't fault it.

I recommend the game for those like me who thought by Pokemon X and Y, pokemon died and wished they ventured into new genres and gameplay like how they did for mystery dungeon",True,137.23333333333332,0,6
"love me a ""grindy game"", perfect",True,516.1666666666666,0,7
repetitive boring grinder,False,46.78333333333333,0,9
"Debates and everything aside, this is a really good game.

I love the open world they have created. I've killed many hours in this game hunting down the pals, hitting the towers, and trying to complete all of the achievements. They've done some wicked cool collabs and have been slowly making Updates that I personally really like. The intro of coloring some structure items (wood, stone, glass, etc) was really fun. Fun little side note, if you paint glass ""Black"" it almost looks completely clear, makes for great floor to ceiling windows! I also really liked the addition of the flipped triangle wall. Once good only for roofs, now lets you make some fun alternative walls. I've been having a lot of fun with this.

I will admit the game CAN be a bit of a grind, you do need to constantly be gathering items, and the higher your level gets the longer it takes to level up. Several of the bosses are nearly impossible without upgrading gear and pals and working on battle stats, but it IS possible. And thankfully as far as items go, your pals can help you with gathering certain ones on base!

As far as the towers go, if you aren't equipped properly it can and will get frustrating quickly. Pal typing can help a lot, levels help a lot, but the right gear, and items will help the most. Playing with others can and will help a lot, so don't be afraid to poke your friends. The more people and pals you have at your disposal the easier I feel it will be.

Overall the game has a lot of different mechanics that really fits the open world survival craft theme, and I couldn't be happier, and they keep updating periodically making it just a little better each time. I've been enjoying it. It may not be for folks who can't stand any kind of grind in a game, but its a great starter if you wanna get a base builder friend/partner into it and get them into their first ""survival"" game with a bunch of cute critters or badass guns and armor sets. Hell maybe they like both!

With all of the achievements out of the way for me, I am looking forward to there maybe being more, but it's not required, I recently decided I am going to breed out all the pals, which will take some grinding mind you... and max out the stars on every single one. Not once, but Twice. One of each gender. Why? Because I feel like it, and it gives me something I can do while still playing with friends who haven't gotten through everything yet. I actually really enjoy having this as a simple task where I can still set it aside and go do other things.

I have probably built bases in well over 50 locations now between the different games I've played with friends and my boyfriend. I love overhauling my current base in my finished game to redesign everything and see what's new with updates. Modifying the layout of the house, fitting all the crafting things I need within, using random items to try and create things that aren't yet in the game. It's a lot of fun and I really recommend branching out and trying all kinds of things. Unlocking all the neat items to build with, but even without them there are a lot of cool things you can do with the basics.

I found the ""wooden"" defense walls were too tall and kinda ugly, so one time I used a bunch of the wooden Pillars/columns and spent probably too much time lining them all up beside each other on the ground to make a fence, the bonus to this? A Rounded Fence instead of the typical squares/corners. It looks really nice and you can place small objects on top of them as well, like the little square lanterns and such.

To the things gamers care more about sometimes:
I have very rarely run into glitches. Back when I first started playing you could easily clip through walls and fall through the world. While it's still possible, the odds of it happening now are extremely low.

Multiplayer or single player, there is a lot to do either way. You can have different guilds if you don't wanna share a space with friends and have a little competition, or you can all be in the same guild together and tackle everything together, whatever you vibe with!

Stamina is a Pain. It drains quickly and if you don't add to it everything feels like that much more of a grind, I focused mostly on increasing that and weight capacity for items, saving health and other stats for when potions were unlocked later in the game since most of those can also be increased with armor (health/defense especially)

Respawn: If you get stuck anywhere, you can pick which of your bases OR the main starting area's, to spawn back to. Something to note is to check your game settings before playing. There are options for a ""hard"" run where you lose everything when you respawn. Pals/Items/etc. Or an easy version where you don't lose anything. Depending on your vibe, make sure to choose accordingly. Losing everything if you don't have the means to obtain things quickly can set you back a fair amount.

Speed Runs: It is technically possible to speed through a lot if you play a custom game. You can get Egg hatch times down to literally nothing, increase exp gain and the like to try and push it along faster, etc. The game devs really put a lot of thought into making sure there was something for everyone, and made it as easy as possible to access. Shout out to them for thinking of these things~ You can also adjust the length of night and day to suit your needs. I haven't found much yet that they haven't thought of.

Terarria pals, they do not count towards your palpedia, you can complete it without having all the terarria pals so don't sweat it. They are super cool however, and the bats if you have them in your part will just chill outside with you even if you don't have them as your active pal as far as I have seen so far. I pulled together a full party of them just to see what would happen, and all of them were flying around following me. There are several little surprises like that around.

It would be fun if they added some more customization options for the players themselves, but not mandatory. More hair styles would be neat, maybe options for scars for fun. They already have a lot of neat little accessories and the option to layer them over your armor and such which is nice too. So play around with options if you wanna~

If you don't wanna play solo?? For any of my friendo's who have this one on their wishlist or were thinking of maybe trying it. Download it. Poke me, I'll play anytime I'm free~ Whether its a new world or an old one. I genuinely just really enjoy this game.

""Pokemon with guns"" This game is so much more than that, and I hope more people take the time to actually explore it and see all these things for themselves~",True,598.9333333333333,39,7
Its not the best game in the whole world but it keeps me entertained.  I dont like taking care of Pals anymore so I just dont do that anymore.  I basically just collect materials etc and build houses.  I love that I can get quite creative if I put my mind to it and I like that it is not strongly quest driven so I feel free to do as I please and I LOVE that I dont have to play with people.  I also like that I dont have to pay for anything.  So sick and tired of purchasing crap from other games and then having to delete the game later because it turns out it sucks.  There are issues with building in this game but hey no game is perfect.,True,955.85,8,7
"Boring with friends, as you progress differently. I just don't like meaningless grinding",False,38.016666666666666,6,7
